scene,method,condition,split_name,status,returncode,source_path,model_path,iterations,resolution,runtime_sec,num_images,initial_points,metric_iteration,train_l1,train_psnr,saved_point_cloud,point_cloud_bytes,log_path,num_test_images,eval_psnr,eval_ssim,eval_lpips,metrics_summary,per_view_csv
db/playroom,3dgs_degraded,under_0.4,5views_uniform,success,0,datasets\degraded_scenes\under_0.4\db\playroom\5views_uniform,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_uniform,3000,4,63.95407630000409,5,4284,3000,0.0025402463506907225,48.88921356201172,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,31468267,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_uniform\train_console.log,20,6.658155422771519,0.2719976995140314,0.7125401794910431,,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_uniform\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,under_0.4,5views_random,success,0,datasets\degraded_scenes\under_0.4\db\playroom\5views_random,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_random,3000,4,56.932736800001294,5,5669,3000,0.0023317590821534395,49.684539794921875,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_random\point_cloud\iteration_3000\point_cloud.ply,28306515,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_random\train_console.log,20,7.933881231865297,0.3825281418859959,0.6431382805109024,,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_random\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,under_0.4,5views_quality,success,0,datasets\degraded_scenes\under_0.4\db\playroom\5views_quality,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_quality,3000,4,66.1878160999986,5,7662,3000,0.002756553003564477,47.37982940673828,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_quality\point_cloud\iteration_3000\point_cloud.ply,14364450,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_quality\train_console.log,20,6.445054800416263,0.2587304311557091,0.660234147310257,,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_quality\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,under_0.4,5views_quality_diverse,success,0,datasets\degraded_scenes\under_0.4\db\playroom\5views_quality_diverse,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_quality_diverse,3000,4,63.29609160000109,5,8590,3000,0.0027321730740368366,48.240867614746094,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,20059770,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_quality_diverse\train_console.log,20,7.453155577879679,0.35673511382192374,0.622885812819004,,results\method_outputs\db\playroom\3dgs_degraded\under_0.4\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,over_1.4,5views_uniform,success,0,datasets\degraded_scenes\over_1.4\tandt\train\5views_uniform,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_uniform,3000,4,89.51767539999855,5,19876,3000,0.005367740523070097,38.016822814941406,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,44275731,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_uniform\train_console.log,20,10.437692360620828,0.29659509770572184,0.5557365149259568,,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_uniform\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,over_1.4,5views_random,success,0,datasets\degraded_scenes\over_1.4\tandt\train\5views_random,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_random,3000,4,82.46238560000347,5,22172,3000,0.005718073341995478,37.33039093017578,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_random\point_cloud\iteration_3000\point_cloud.ply,49664027,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_random\train_console.log,20,9.076337626635269,0.25514282286167145,0.5727582357823848,,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_random\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,over_1.4,5views_quality,success,0,datasets\degraded_scenes\over_1.4\tandt\train\5views_quality,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_quality,3000,4,84.13905440000235,5,10707,3000,0.006699068006128073,38.41809844970703,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_quality\point_cloud\iteration_3000\point_cloud.ply,48712203,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_quality\train_console.log,20,9.435652498006162,0.21415633000433446,0.6365916326642036,,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_quality\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,over_1.4,5views_quality_diverse,success,0,datasets\degraded_scenes\over_1.4\tandt\train\5views_quality_diverse,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_quality_diverse,3000,4,83.9078301000045,5,19357,3000,0.005751947406679392,38.705322265625,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,48894235,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_quality_diverse\train_console.log,20,10.827080578765626,0.2836167044937611,0.5602494060993195,,results\method_outputs\tandt\train\3dgs_degraded\over_1.4\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,over_1.4,5views_uniform,success,0,datasets\degraded_scenes\over_1.4\tandt\truck\5views_uniform,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_uniform,3000,4,79.00399579999794,5,18790,3000,0.004095562268048525,42.912261962890625,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,58448683,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_uniform\train_console.log,20,11.453353650301432,0.41144185364246366,0.4582291841506958,,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_uniform\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,over_1.4,5views_random,success,0,datasets\degraded_scenes\over_1.4\tandt\truck\5views_random,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_random,3000,4,41.88591949999682,5,19208,3000,0.004609683062881231,42.380001068115234,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_random\point_cloud\iteration_3000\point_cloud.ply,47137155,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_random\train_console.log,20,11.24313834277851,0.4078613169491291,0.4597101278603077,,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_random\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,over_1.4,5views_quality,success,0,datasets\degraded_scenes\over_1.4\tandt\truck\5views_quality,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_quality,3000,4,42.4641971999954,5,10313,3000,0.004944091662764549,39.48431396484375,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_quality\point_cloud\iteration_3000\point_cloud.ply,38125331,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_quality\train_console.log,20,10.162947315324715,0.25802524089813234,0.5795120969414711,,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_quality\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,over_1.4,5views_quality_diverse,success,0,datasets\degraded_scenes\over_1.4\tandt\truck\5views_quality_diverse,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_quality_diverse,3000,4,52.751203100000566,5,18766,3000,0.004889121279120445,41.983638763427734,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,61094347,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_quality_diverse\train_console.log,20,11.598303920518353,0.34330190569162367,0.4869784086942673,,results\method_outputs\tandt\truck\3dgs_degraded\over_1.4\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,over_1.4,5views_uniform,success,0,datasets\degraded_scenes\over_1.4\db\drjohnson\5views_uniform,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_uniform,3000,4,59.44235440000193,5,7260,3000,0.003438460174947977,45.261314392089844,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,97491819,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_uniform\train_console.log,20,11.006318818534805,0.25242742989212275,0.7163696497678756,,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_uniform\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,over_1.4,5views_random,success,0,datasets\degraded_scenes\over_1.4\db\drjohnson\5views_random,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_random,3000,4,38.38194400000066,5,5413,3000,0.0035165399312973022,44.9613151550293,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_random\point_cloud\iteration_3000\point_cloud.ply,57674179,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_random\train_console.log,20,12.513954922951537,0.2999048420693725,0.6662796050310135,,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_random\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,over_1.4,5views_quality,success,0,datasets\degraded_scenes\over_1.4\db\drjohnson\5views_quality,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_quality,3000,4,41.268215500000224,5,2834,3000,0.004253208637237549,42.06257629394531,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_quality\point_cloud\iteration_3000\point_cloud.ply,72123651,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_quality\train_console.log,20,10.107501893843333,0.14403952652937732,0.73736831843853,,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_quality\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,over_1.4,5views_quality_diverse,success,0,datasets\degraded_scenes\over_1.4\db\drjohnson\5views_quality_diverse,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_quality_diverse,3000,4,36.95947729999898,5,6175,3000,0.003627650672569871,43.36831283569336,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,68404891,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_quality_diverse\train_console.log,20,12.385927607624955,0.3617175675928593,0.7013607650995255,,results\method_outputs\db\drjohnson\3dgs_degraded\over_1.4\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,over_1.4,5views_uniform,success,0,datasets\degraded_scenes\over_1.4\db\playroom\5views_uniform,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_uniform,3000,4,39.916103499999736,5,4284,3000,0.0036708039697259665,44.571624755859375,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,65672179,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_uniform\train_console.log,20,10.678402496660937,0.4654583677649498,0.6478603303432464,,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_uniform\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,over_1.4,5views_random,success,0,datasets\degraded_scenes\over_1.4\db\playroom\5views_random,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_random,3000,4,29.154936799997813,5,5669,3000,0.003559031058102846,44.05998992919922,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_random\point_cloud\iteration_3000\point_cloud.ply,54806059,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_random\train_console.log,20,11.256564024981989,0.5317629806697368,0.591062442958355,,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_random\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,over_1.4,5views_quality,success,0,datasets\degraded_scenes\over_1.4\db\playroom\5views_quality,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_quality,3000,4,29.896791099999973,5,7662,3000,0.004641655832529068,41.080909729003906,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_quality\point_cloud\iteration_3000\point_cloud.ply,36837715,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_quality\train_console.log,20,8.97130503927122,0.37958682822063566,0.6384395137429237,,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_quality\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,over_1.4,5views_quality_diverse,success,0,datasets\degraded_scenes\over_1.4\db\playroom\5views_quality_diverse,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_quality_diverse,3000,4,34.723060299998906,5,8590,3000,0.004064530599862337,43.5257568359375,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,48690131,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_quality_diverse\train_console.log,20,10.990031356576763,0.5176618084311485,0.6105071157217026,,results\method_outputs\db\playroom\3dgs_degraded\over_1.4\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
